origin,destination,flight_no,airline,operating_flight_no,operating_airline,scheduled_time,status,date,cargo
EUG,LAX,AS 3210,ASA,OO 3210,SKW,2025-11-26 13:33:00,Arr 1549,2025-11-26,False
SAN,SBP,AS 3214,ASA,OO 3214,SKW,2025-11-26 14:04:00,Arr 1459,2025-11-26,False
GEG,SEA,AS 3215,ASA,OO 3215,SKW,2025-11-26 11:41:00,Arr 1310 (+10min),2025-11-26,False
SEA,GEG,AS 3215,ASA,OO 3215,SKW,2025-11-26 09:50:00,Arr 1116 (+15min),2025-11-26,False
SFO,SNA,AS 3216,ASA,OO 3216,SKW,2025-11-26 14:19:00,Arr 1559 (+3min),2025-11-26,False
GEG,BOI,AS 3219,ASA,OO 3219,SKW,2025-11-26 16:26:00,Arr 1848 (+9min),2025-11-26,False
RDM,BUR,AS 3223,ASA,OO 3223,SKW,2025-11-26 14:00:00,Arr 1608,2025-11-26,False
BUR,RDM,AS 3224,ASA,OO 3224,SKW,2025-11-26 11:01:00,Arr 1302,2025-11-26,False
SNA,SFO,AS 3248,ASA,OO 3248,SKW,2025-11-26 10:38:00,Arr 1211,2025-11-26,False
SFO,LAX,AS 3250,ASA,OO 3250,SKW,2025-11-26 09:08:00,Arr 1050,2025-11-26,False
SNA,SFO,AS 3251,ASA,OO 3251,SKW,2025-11-26 06:45:00,Arr 0807,2025-11-26,False
SFO,PSP,AS 3257,ASA,OO 3257,SKW,2025-11-26 19:51:00,Arr 2116,2025-11-26,False
PSP,SFO,AS 3258,ASA,OO 3258,SKW,2025-11-26 17:17:00,Arr 1839,2025-11-26,False
BUR,EUG,AS 3259,ASA,OO 3259,SKW,2025-11-26 15:15:00,Arr 1705,2025-11-26,False
EUG,BUR,AS 3260,ASA,OO 3260,SKW,2025-11-26 08:00:00,Arr 1010,2025-11-26,False
PHX,SFO,AS 3261,ASA,OO 3261,SKW,2025-11-26 14:01:00,Arr 1458,2025-11-26,False
SFO,PHX,AS 3262,ASA,OO 3262,SKW,2025-11-26 10:18:00,Arr 1312,2025-11-26,False
BUR,BOI,AS 3283,ASA,OO 3283,SKW,2025-11-26 16:32:00,Arr 1908,2025-11-26,False
PSP,SEA,AS 3284,ASA,OO 3284,SKW,2025-11-26 07:27:00,Arr 1028,2025-11-26,False
SEA,PSP,AS 3285,ASA,OO 3285,SKW,2025-11-26 18:56:00,Arr 2210 (+25min),2025-11-26,False
PSP,SEA,AS 3286,ASA,OO 3286,SKW,2025-11-26 09:00:00,Arr 1208,2025-11-26,False
STS,SNA,AS 3287,ASA,OO 3287,SKW,2025-11-26 13:14:00,Arr 1455,2025-11-26,False
BUR,STS,AS 3288,ASA,OO 3288,SKW,2025-11-26 10:49:00,Arr 1210,2025-11-26,False
SNA,SFO,AS 3289,ASA,OO 3289,SKW,2025-11-26 18:32:00,Arr 1946,2025-11-26,False
SFO,BUR,AS 3290,ASA,OO 3290,SKW,2025-11-26 08:46:00,Arr 0952,2025-11-26,False
PDX,SLC,AS 3291,ASA,OO 3291,SKW,2025-11-26 14:30:00,Arr 1710,2025-11-26,False
SAN,AUS,AS 3292,ASA,OO 3292,SKW,2025-11-26 18:03:00,Arr 2234,2025-11-26,False
AUS,SAN,AS 3293,ASA,OO 3293,SKW,2025-11-26 06:00:00,Arr 0703,2025-11-26,False
BLI,SEA,AS 3294,ASA,OO 3294,SKW,2025-11-26 13:18:00,Arr 1411,2025-11-26,False
SEA,BLI,AS 3294,ASA,OO 3294,SKW,2025-11-26 11:37:00,Arr 1237,2025-11-26,False
SBP,SAN,AS 3295,ASA,OO 3295,SKW,2025-11-26 06:00:00,Arr 0716,2025-11-26,False
SEA,SLC,AS 3298,ASA,OO 3298,SKW,2025-11-26 18:05:00,Arr 2105,2025-11-26,False
SAN,AUS,AS 3300,ASA,OO 3300,SKW,2025-11-26 09:10:00,Arr 1402,2025-11-26,False
AUS,SAN,AS 3301,ASA,OO 3301,SKW,2025-11-26 14:57:00,Arr 1607,2025-11-26,False
SAN,STS,AS 3302,ASA,OO 3302,SKW,2025-11-26 21:59:00,Cancelled,2025-11-26,False
LAX,PSC,AS 3303,ASA,OO 3303,SKW,2025-11-26 21:06:00,Arr 2323,2025-11-26,False
PSC,LAX,AS 3304,ASA,OO 3304,SKW,2025-11-26 07:00:00,Arr 0931,2025-11-26,False
RNO,SAN,AS 3307,ASA,OO 3307,SKW,2025-11-26 10:45:00,Arr 1226,2025-11-26,False
SAN,RNO,AS 3307,ASA,OO 3307,SKW,2025-11-26 08:03:00,Arr 0959,2025-11-26,False
SLC,PDX,AS 3308,ASA,OO 3308,SKW,2025-11-26 18:07:00,Arr 1908,2025-11-26,False
SFO,SAN,AS 3310,ASA,OO 3310,SKW,2025-11-26 08:12:00,Arr 1006 (+14min),2025-11-26,False
SJC,PDX,AS 3313,ASA,OO 3313,SKW,2025-11-26 11:49:00,Arr 1336,2025-11-26,False
STS,SAN,AS 3315,ASA,OO 3315,SKW,2025-11-26 06:35:00,Cancelled,2025-11-26,False
LAX,SFO,AS 3316,ASA,OO 3316,SKW,2025-11-26 17:57:00,Arr 1902,2025-11-26,False
SFO,LAX,AS 3318,ASA,OO 3318,SKW,2025-11-26 06:00:00,Arr 0737,2025-11-26,False
LAX,SFO,AS 3325,ASA,OO 3325,SKW,2025-11-26 19:15:00,Arr 2046,2025-11-26,False
SAN,BOI,AS 3330,ASA,OO 3330,SKW,2025-11-26 10:32:00,Arr 1352,2025-11-26,False
SAN,LAS,AS 3331,ASA,OO 3331,SKW,2025-11-26 20:59:00,Arr 2230,2025-11-26,False
BUR,SFO,AS 3333,ASA,OO 3333,SKW,2025-11-26 12:52:00,Arr 1401,2025-11-26,False
SEA,FAT,AS 3343,ASA,OO 3343,SKW,2025-11-26 19:50:00,Arr 2152,2025-11-26,False
SLC,SEA,AS 3344,ASA,OO 3344,SKW,2025-11-26 07:14:00,Arr 0843,2025-11-26,False
FAT,SEA,AS 3345,ASA,OO 3345,SKW,2025-11-26 08:04:00,Arr 1057 (+18min),2025-11-26,False
MRY,SAN,AS 3346,ASA,OO 3346,SKW,2025-11-26 14:45:00,Arr 1606,2025-11-26,False
SAN,MRY,AS 3346,ASA,OO 3346,SKW,2025-11-26 12:30:00,Arr 1403,2025-11-26,False
SAN,SFO,AS 3347,ASA,OO 3347,SKW,2025-11-26 09:10:00,Arr 1045,2025-11-26,False
LAX,STS,AS 3348,ASA,OO 3348,SKW,2025-11-26 22:15:00,Cancelled,2025-11-26,False
PDX,EUG,AS 3349,ASA,OO 3349,SKW,2025-11-26 21:45:00,Arr 2220,2025-11-26,False
PDX,GEG,AS 3350,ASA,OO 3350,SKW,2025-11-26 14:30:00,Arr 1553 (+7min),2025-11-26,False
SAN,SFO,AS 3352,ASA,OO 3352,SKW,2025-11-26 12:30:00,Arr 1347,2025-11-26,False
SFO,LAX,AS 3353,ASA,OO 3353,SKW,2025-11-26 20:08:00,Arr 2150 (+8min),2025-11-26,False
PDX,SLC,AS 3355,ASA,OO 3355,SKW,2025-11-26 07:06:00,Arr 0953,2025-11-26,False
SFO,PSP,AS 3356,ASA,OO 3356,SKW,2025-11-26 15:00:00,Arr 1637,2025-11-26,False
SEA,BLI,AS 3357,ASA,OO 3357,SKW,2025-11-26 21:46:00,Arr 2239,2025-11-26,False
SAN,SJC,AS 3359,ASA,OO 3359,SKW,2025-11-26 08:06:00,Arr 0924,2025-11-26,False
RDM,SFO,AS 3360,ASA,OO 3360,SKW,2025-11-26 18:13:00,Arr 1939,2025-11-26,False
SFO,RDM,AS 3361,ASA,OO 3361,SKW,2025-11-26 15:54:00,Arr 1721,2025-11-26,False
SEA,PSP,AS 3362,ASA,OO 3362,SKW,2025-11-26 20:39:00,Arr 2319,2025-11-26,False
SJC,LAX,AS 3363,ASA,OO 3363,SKW,2025-11-26 06:15:00,Arr 0740,2025-11-26,False
STS,LAX,AS 3366,ASA,OO 3366,SKW,2025-11-26 07:40:00,Cancelled,2025-11-26,False
PSP,SFO,AS 3367,ASA,OO 3367,SKW,2025-11-26 15:40:00,Arr 1717,2025-11-26,False
SFO,PSP,AS 3367,ASA,OO 3367,SKW,2025-11-26 13:22:00,Arr 1457,2025-11-26,False
SAN,SMF,AS 3368,ASA,OO 3368,SKW,2025-11-26 09:25:00,Arr 1111,2025-11-26,False
PSP,PDX,AS 3370,ASA,OO 3370,SKW,2025-11-26 07:05:00,Arr 0928,2025-11-26,False
STS,PDX,AS 3371,ASA,OO 3371,SKW,2025-11-26 19:00:00,Arr 2026,2025-11-26,False
PDX,TUS,AS 3372,ASA,OO 3372,SKW,2025-11-26 17:41:00,Arr 2128,2025-11-26,False
TUS,PDX,AS 3373,ASA,OO 3373,SKW,2025-11-26 07:32:00,Arr 0943,2025-11-26,False
SFO,BOI,AS 3375,ASA,OO 3375,SKW,2025-11-26 19:51:00,Arr 2206,2025-11-26,False
LAX,STS,AS 3377,ASA,OO 3377,SKW,2025-11-26 08:19:00,Arr 1002,2025-11-26,False
PDX,SJC,AS 3379,ASA,OO 3379,SKW,2025-11-26 14:35:00,Arr 1622,2025-11-26,False
PDX,STS,AS 3382,ASA,OO 3382,SKW,2025-11-26 17:16:00,Arr 1901,2025-11-26,False
SBP,SAN,AS 3383,ASA,OO 3383,SKW,2025-11-26 16:04:00,Arr 1700,2025-11-26,False
MRY,SAN,AS 3384,ASA,OO 3384,SKW,2025-11-26 06:00:00,Arr 0714,2025-11-26,False
SEA,BOI,AS 3385,ASA,OO 3385,SKW,2025-11-26 11:22:00,Arr 1345,2025-11-26,False
FAT,SAN,AS 3388,ASA,OO 3388,SKW,2025-11-26 15:14:00,Arr 1639 (+2min),2025-11-26,False
SAN,FAT,AS 3388,ASA,OO 3388,SKW,2025-11-26 13:07:00,Arr 1430,2025-11-26,False
FAT,SAN,AS 3390,ASA,OO 3390,SKW,2025-11-26 19:47:00,Arr 2122 (+4min),2025-11-26,False
SAN,FAT,AS 3390,ASA,OO 3390,SKW,2025-11-26 17:30:00,Arr 1838,2025-11-26,False
SNA,STS,AS 3391,ASA,OO 3391,SKW,2025-11-26 13:20:00,Arr 1543 (+36min),2025-11-26,False
SEA,PDX,AS 3392,ASA,OO 3392,SKW,2025-11-26 05:20:00,Arr 0608,2025-11-26,False
PDX,SMF,AS 3393,ASA,OO 3393,SKW,2025-11-26 17:30:00,Arr 1906,2025-11-26,False
STS,SNA,AS 3395,ASA,OO 3395,SKW,2025-11-26 09:43:00,Arr 1124,2025-11-26,False
BUR,STS,AS 3401,ASA,OO 3401,SKW,2025-11-26 17:11:00,Arr 1850,2025-11-26,False
FAT,SAN,AS 3402,ASA,OO 3402,SKW,2025-11-26 06:00:00,Arr 0708,2025-11-26,False
PSC,SEA,AS 3408,ASA,OO 3408,SKW,2025-11-26 14:14:00,Arr 1526 (+1min),2025-11-26,False
SEA,PSC,AS 3408,ASA,OO 3408,SKW,2025-11-26 12:22:00,Arr 1333,2025-11-26,False
SAN,STS,AS 3409,ASA,OO 3409,SKW,2025-11-26 12:33:00,Arr 1449 (+15min),2025-11-26,False
SMF,SAN,AS 3410,ASA,OO 3410,SKW,2025-11-26 19:44:00,Arr 2131 (+3min),2025-11-26,False
SJC,BOI,AS 3413,ASA,OO 3413,SKW,2025-11-26 18:54:00,Arr 2113,2025-11-26,False
STS,LAX,AS 3414,ASA,OO 3414,SKW,2025-11-26 18:43:00,Arr 2010,2025-11-26,False
BOI,BUR,AS 3415,ASA,OO 3415,SKW,2025-11-26 14:43:00,Arr 1533,2025-11-26,False
SEA,PDX,AS 3416,ASA,OO 3416,SKW,2025-11-26 15:58:00,Arr 1654,2025-11-26,False
STS,PDX,AS 3417,ASA,OO 3417,SKW,2025-11-26 11:56:00,Arr 1338,2025-11-26,False
BOI,SJC,AS 3418,ASA,OO 3418,SKW,2025-11-26 07:09:00,Arr 0756,2025-11-26,False
PDX,FCA,AS 3419,ASA,OO 3419,SKW,2025-11-26 11:03:00,Arr 1325,2025-11-26,False
FCA,PDX,AS 3420,ASA,OO 3420,SKW,2025-11-26 12:50:00,Arr 1340 (+7min),2025-11-26,False
SEA,PDX,AS 3421,ASA,OO 3421,SKW,2025-11-26 14:59:00,Arr 1547,2025-11-26,False
SEA,IDA,AS 3422,ASA,OO 3422,SKW,2025-11-26 21:15:00,Arr 2344,2025-11-26,False
IDA,SEA,AS 3423,ASA,OO 3423,SKW,2025-11-26 06:00:00,Arr 0706,2025-11-26,False
BLI,SEA,AS 3426,ASA,OO 3426,SKW,2025-11-26 08:00:00,Arr 0850,2025-11-26,False
LAS,SAN,AS 3428,ASA,OO 3428,SKW,2025-11-26 18:35:00,Arr 2017 (+18min),2025-11-26,False
SAN,SJC,AS 3429,ASA,OO 3429,SKW,2025-11-26 12:39:00,Arr 1421,2025-11-26,False
SJC,SAN,AS 3429,ASA,OO 3429,SKW,2025-11-26 14:59:00,Arr 1631 (+3min),2025-11-26,False
SLC,PDX,AS 3430,ASA,OO 3430,SKW,2025-11-26 12:20:00,Arr 1325,2025-11-26,False
SNA,STS,AS 3431,ASA,OO 3431,SKW,2025-11-26 16:33:00,Arr 1801,2025-11-26,False
BLI,SEA,AS 3433,ASA,OO 3433,SKW,2025-11-26 17:12:00,Arr 1818 (+7min),2025-11-26,False
SEA,BLI,AS 3433,ASA,OO 3433,SKW,2025-11-26 15:35:00,Arr 1707 (+35min),2025-11-26,False
SEA,PDX,AS 3434,ASA,OO 3434,SKW,2025-11-26 17:04:00,Arr 1822 (+19min),2025-11-26,False
PSC,SEA,AS 3438,ASA,OO 3438,SKW,2025-11-26 09:50:00,Arr 1054,2025-11-26,False
SAN,SMF,AS 3439,ASA,OO 3439,SKW,2025-11-26 12:30:00,Arr 1414,2025-11-26,False
SMF,SAN,AS 3439,ASA,OO 3439,SKW,2025-11-26 15:01:00,Arr 1639,2025-11-26,False
SFO,SNA,AS 3440,ASA,OO 3440,SKW,2025-11-26 09:33:00,Arr 1106,2025-11-26,False
SFO,SNA,AS 3441,ASA,OO 3441,SKW,2025-11-26 08:25:00,Arr 1007 (+6min),2025-11-26,False
SEA,FCA,AS 3443,ASA,OO 3443,SKW,2025-11-26 09:41:00,Arr 1151,2025-11-26,False
SAN,SBP,AS 3444,ASA,OO 3444,SKW,2025-11-26 22:09:00,Arr 2314,2025-11-26,False
SAN,STS,AS 3445,ASA,OO 3445,SKW,2025-11-26 09:15:00,Arr 1040,2025-11-26,False
SEA,PSC,AS 3446,ASA,OO 3446,SKW,2025-11-26 08:02:00,Arr 0853,2025-11-26,False
SNA,SFO,AS 3447,ASA,OO 3447,SKW,2025-11-26 17:32:00,Arr 1852,2025-11-26,False
BLI,SEA,AS 3448,ASA,OO 3448,SKW,2025-11-26 05:15:00,Arr 0552,2025-11-26,False
LAX,SJC,AS 3449,ASA,OO 3449,SKW,2025-11-26 21:36:00,Arr 2245,2025-11-26,False
SFO,SNA,AS 3450,ASA,OO 3450,SKW,2025-11-26 11:00:00,Arr 1242 (+2min),2025-11-26,False
SFO,SAN,AS 3452,ASA,OO 3452,SKW,2025-11-26 21:27:00,Arr 2327 (+19min),2025-11-26,False
PDX,SEA,AS 3454,ASA,OO 3454,SKW,2025-11-26 20:02:00,Arr 2105 (+1min),2025-11-26,False
SJC,SAN,AS 3458,ASA,OO 3458,SKW,2025-11-26 07:00:00,Arr 0826,2025-11-26,False
SAN,SJC,AS 3459,ASA,OO 3459,SKW,2025-11-26 21:09:00,Arr 2236,2025-11-26,False
SEA,BLI,AS 3460,ASA,OO 3460,SKW,2025-11-26 23:15:00,Arr 2356,2025-11-26,False
STS,SAN,AS 3462,ASA,OO 3462,SKW,2025-11-26 14:14:00,Arr 1613 (+13min),2025-11-26,False
SAN,SFO,AS 3463,ASA,OO 3463,SKW,2025-11-26 06:15:00,Arr 0746,2025-11-26,False
LAX,SFO,AS 3464,ASA,OO 3464,SKW,2025-11-26 06:00:00,Arr 0719,2025-11-26,False
SFO,SNA,AS 3465,ASA,OO 3465,SKW,2025-11-26 20:54:00,Arr 2225,2025-11-26,False
SNA,SFO,AS 3466,ASA,OO 3466,SKW,2025-11-26 15:32:00,Arr 1714 (+8min),2025-11-26,False
SNA,STS,AS 3467,ASA,OO 3467,SKW,2025-11-26 11:47:00,Arr 1343 (+9min),2025-11-26,False
SNA,SFO,AS 3471,ASA,OO 3471,SKW,2025-11-26 12:05:00,Arr 1349 (+10min),2025-11-26,False
SAN,FAT,AS 3472,ASA,OO 3472,SKW,2025-11-26 22:08:00,Arr 2312,2025-11-26,False
SFO,SAN,AS 3473,ASA,OO 3473,SKW,2025-11-26 11:41:00,Arr 1321,2025-11-26,False
SJC,SAN,AS 3474,ASA,OO 3474,SKW,2025-11-26 19:55:00,Arr 2130 (+3min),2025-11-26,False
LAX,SFO,AS 3475,ASA,OO 3475,SKW,2025-11-26 07:19:00,Arr 0846,2025-11-26,False
STS,BUR,AS 3478,ASA,OO 3478,SKW,2025-11-26 10:48:00,Arr 1213,2025-11-26,False
BOI,SAN,AS 3481,ASA,OO 3481,SKW,2025-11-26 19:49:00,Arr 2104,2025-11-26,False
SAN,SFO,AS 3482,ASA,OO 3482,SKW,2025-11-26 16:53:00,Arr 1820,2025-11-26,False
PDX,STS,AS 3483,ASA,OO 3483,SKW,2025-11-26 07:15:00,Arr 0858,2025-11-26,False
EUG,PDX,AS 3484,ASA,OO 3484,SKW,2025-11-26 05:10:00,Arr 0552,2025-11-26,False
FAT,PDX,AS 3487,ASA,OO 3487,SKW,2025-11-26 06:42:00,Arr 0831,2025-11-26,False
SAN,SLC,AS 3488,ASA,OO 3488,SKW,2025-11-26 08:15:00,Arr 1111,2025-11-26,False
SFO,SAN,AS 3490,ASA,OO 3490,SKW,2025-11-26 10:11:00,Arr 1158 (+8min),2025-11-26,False
FAT,SAN,AS 3491,ASA,OO 3491,SKW,2025-11-26 10:21:00,Arr 1213 (+29min),2025-11-26,False
SAN,FAT,AS 3491,ASA,OO 3491,SKW,2025-11-26 08:06:00,Arr 0914,2025-11-26,False
SFO,SNA,AS 3492,ASA,OO 3492,SKW,2025-11-26 19:17:00,Arr 2034,2025-11-26,False
SNA,SFO,AS 3492,ASA,OO 3492,SKW,2025-11-26 21:30:00,Arr 2244,2025-11-26,False
SFO,SNA,AS 3494,ASA,OO 3494,SKW,2025-11-26 18:03:00,Arr 1937,2025-11-26,False
SNA,SFO,AS 3494,ASA,OO 3494,SKW,2025-11-26 20:16:00,Arr 2140,2025-11-26,False
BOI,PDX,AS 3495,ASA,OO 3495,SKW,2025-11-26 05:41:00,Arr 0600,2025-11-26,False
SFO,SNA,AS 3496,ASA,OO 3496,SKW,2025-11-26 15:18:00,Arr 1642,2025-11-26,False
PSP,SFO,AS 3497,ASA,OO 3497,SKW,2025-11-26 07:45:00,Arr 0931 (+3min),2025-11-26,False
SAN,SJC,AS 3498,ASA,OO 3498,SKW,2025-11-26 17:40:00,Arr 1856,2025-11-26,False
SJC,SAN,AS 3499,ASA,OO 3499,SKW,2025-11-26 10:30:00,Arr 1216 (+17min),2025-11-26,False
BOI,SLC,DL 3503,DAL,OO 3503,SKW,2025-11-26 08:45:00,Arr 1004,2025-11-26,False
LAX,BOI,DL 3504,DAL,OO 3504,SKW,2025-11-26 19:31:00,Arr 2209,2025-11-26,False
SEA,SMF,DL 3505,DAL,OO 3505,SKW,2025-11-26 13:55:00,Arr 1536,2025-11-26,False
SMF,SEA,DL 3505,DAL,OO 3505,SKW,2025-11-26 16:45:00,Arr 1831,2025-11-26,False
SLC,LGB,DL 3506,DAL,OO 3506,SKW,2025-11-26 20:35:00,Arr 2115,2025-11-26,False
MSP,OMA,DL 3507,DAL,OO 3507,SKW,2025-11-26 21:30:00,Arr 2345 (+53min),2025-11-26,False
MSP,OMA,DL 3508,DAL,OO 3508,SKW,2025-11-26 19:45:00,Arr 2207 (+59min),2025-11-26,False
MFE,AUS,DL 3510,DAL,OO 3510,SKW,2025-11-26 05:25:00,Arr 0625,2025-11-26,False
DTW,GRR,DL 3514,DAL,OO 3514,SKW,2025-11-26 08:40:00,Arr 0927,2025-11-26,False
GRR,DTW,DL 3514,DAL,OO 3514,SKW,2025-11-26 10:28:00,Arr 1139 (+11min),2025-11-26,False
TUS,LAX,DL 3515,DAL,OO 3515,SKW,2025-11-26 07:29:00,Arr 0751,2025-11-26,False
DTW,GRR,DL 3516,DAL,OO 3516,SKW,2025-11-26 20:00:00,Arr 2149 (+49min),2025-11-26,False
