origin,destination,flight_no,airline,operating_flight_no,operating_airline,scheduled_time,status,date,cargo
SEA,BOI,AS 3385,ASA,OO 3385,SKW,2025-11-27 11:22:00,Arr 1337,2025-11-27,False
FAT,SAN,AS 3388,ASA,OO 3388,SKW,2025-11-27 15:14:00,Arr 1614,2025-11-27,False
SAN,FAT,AS 3388,ASA,OO 3388,SKW,2025-11-27 13:07:00,Arr 1416,2025-11-27,False
SAN,FAT,AS 3390,ASA,OO 3390,SKW,2025-11-27 17:30:00,Arr 1852,2025-11-27,False
SEA,PDX,AS 3392,ASA,OO 3392,SKW,2025-11-27 05:20:00,Arr 0606,2025-11-27,False
STS,SNA,AS 3395,ASA,OO 3395,SKW,2025-11-27 09:43:00,Arr 1129 (+1min),2025-11-27,False
FAT,SAN,AS 3402,ASA,OO 3402,SKW,2025-11-27 06:00:00,Arr 0657,2025-11-27,False
SJC,BOI,AS 3413,ASA,OO 3413,SKW,2025-11-27 18:54:00,Arr 2118,2025-11-27,False
BOI,BUR,AS 3415,ASA,OO 3415,SKW,2025-11-27 14:43:00,Arr 1544,2025-11-27,False
STS,PDX,AS 3417,ASA,OO 3417,SKW,2025-11-27 11:56:00,Arr 1327,2025-11-27,False
BOI,SJC,AS 3418,ASA,OO 3418,SKW,2025-11-27 07:09:00,Arr 0756,2025-11-27,False
SAN,SJC,AS 3429,ASA,OO 3429,SKW,2025-11-27 12:39:00,Arr 1405,2025-11-27,False
SLC,PDX,AS 3430,ASA,OO 3430,SKW,2025-11-27 12:20:00,Arr 1321,2025-11-27,False
SNA,STS,AS 3431,ASA,OO 3431,SKW,2025-11-27 16:33:00,Arr 1753,2025-11-27,False
SEA,BLI,AS 3433,ASA,OO 3433,SKW,2025-11-27 15:35:00,Arr 1615,2025-11-27,False
SFO,SNA,AS 3440,ASA,OO 3440,SKW,2025-11-27 09:33:00,Arr 1053,2025-11-27,False
SAN,SBP,AS 3442,ASA,OO 3442,SKW,2025-11-27 15:26:00,Arr 1610,2025-11-27,False
SAN,STS,AS 3445,ASA,OO 3445,SKW,2025-11-27 09:15:00,Arr 1052,2025-11-27,False
BLI,SEA,AS 3448,ASA,OO 3448,SKW,2025-11-27 05:46:00,Arr 0732 (+42min),2025-11-27,False
SFO,SNA,AS 3450,ASA,OO 3450,SKW,2025-11-27 11:00:00,Arr 1239,2025-11-27,False
SNA,SFO,AS 3453,ASA,OO 3453,SKW,2025-11-27 16:45:00,Arr 1758,2025-11-27,False
SJC,SAN,AS 3458,ASA,OO 3458,SKW,2025-11-27 07:00:00,Arr 0826,2025-11-27,False
SNA,STS,AS 3467,ASA,OO 3467,SKW,2025-11-27 11:47:00,Arr 1334,2025-11-27,False
SNA,SFO,AS 3471,ASA,OO 3471,SKW,2025-11-27 12:05:00,Arr 1331,2025-11-27,False
LAX,SFO,AS 3475,ASA,OO 3475,SKW,2025-11-27 07:19:00,Arr 0828,2025-11-27,False
STS,BUR,AS 3478,ASA,OO 3478,SKW,2025-11-27 10:48:00,Arr 1202,2025-11-27,False
SAN,SFO,AS 3482,ASA,OO 3482,SKW,2025-11-27 17:00:00,Arr 1831,2025-11-27,False
PDX,STS,AS 3483,ASA,OO 3483,SKW,2025-11-27 07:15:00,Arr 0916 (+13min),2025-11-27,False
EUG,PDX,AS 3484,ASA,OO 3484,SKW,2025-11-27 05:10:00,Arr 0548,2025-11-27,False
FAT,PDX,AS 3487,ASA,OO 3487,SKW,2025-11-27 06:42:00,Arr 0818,2025-11-27,False
SAN,SLC,AS 3488,ASA,OO 3488,SKW,2025-11-27 08:15:00,Arr 1114,2025-11-27,False
SFO,SAN,AS 3490,ASA,OO 3490,SKW,2025-11-27 10:11:00,Arr 1141,2025-11-27,False
FAT,SAN,AS 3491,ASA,OO 3491,SKW,2025-11-27 10:21:00,Arr 1127,2025-11-27,False
SAN,FAT,AS 3491,ASA,OO 3491,SKW,2025-11-27 08:06:00,Arr 0943 (+3min),2025-11-27,False
BOI,PDX,AS 3495,ASA,OO 3495,SKW,2025-11-27 05:41:00,Arr 0620 (+2min),2025-11-27,False
SFO,SNA,AS 3496,ASA,OO 3496,SKW,2025-11-27 15:18:00,Arr 1650,2025-11-27,False
PSP,SFO,AS 3497,ASA,OO 3497,SKW,2025-11-27 07:45:00,Arr 0911,2025-11-27,False
SJC,SAN,AS 3499,ASA,OO 3499,SKW,2025-11-27 10:30:00,Arr 1150,2025-11-27,False
BOI,SLC,DL 3503,DAL,OO 3503,SKW,2025-11-27 08:45:00,Arr 0952,2025-11-27,False
LAX,BOI,DL 3504,DAL,OO 3504,SKW,2025-11-27 19:31:00,Arr 2210,2025-11-27,False
SLC,LGB,DL 3506,DAL,OO 3506,SKW,2025-11-27 17:40:00,Arr 1824,2025-11-27,False
MFE,AUS,DL 3510,DAL,OO 3510,SKW,2025-11-27 05:25:00,Arr 0639,2025-11-27,False
DTW,GRR,DL 3514,DAL,OO 3514,SKW,2025-11-27 08:40:00,Arr 0933,2025-11-27,False
GRR,DTW,DL 3514,DAL,OO 3514,SKW,2025-11-27 10:28:00,Arr 1123,2025-11-27,False
TUS,LAX,DL 3515,DAL,OO 3515,SKW,2025-11-27 07:29:00,Arr 0743,2025-11-27,False
SLC,FAT,DL 3518,DAL,OO 3518,SKW,2025-11-27 17:15:00,Arr 1757,2025-11-27,False
SLC,COS,DL 3520,DAL,OO 3520,SKW,2025-11-27 17:59:00,Arr 1909,2025-11-27,False
LAX,ABQ,DL 3521,DAL,OO 3521,SKW,2025-11-27 08:35:00,Arr 1124,2025-11-27,False
OKC,MSP,DL 3523,DAL,OO 3523,SKW,2025-11-27 07:10:00,Arr 0926 (+4min),2025-11-27,False
LAX,TUS,DL 3524,DAL,OO 3524,SKW,2025-11-27 14:15:00,Arr 1635,2025-11-27,False
SBA,SLC,DL 3525,DAL,OO 3525,SKW,2025-11-27 05:40:00,Arr 0816,2025-11-27,False
MSP,ATW,DL 3528,DAL,OO 3528,SKW,2025-11-27 14:20:00,Arr 1523,2025-11-27,False
MKE,MSP,DL 3529,DAL,OO 3529,SKW,2025-11-27 11:17:00,Arr 1214,2025-11-27,False
MSP,MKE,DL 3529,DAL,OO 3529,SKW,2025-11-27 09:10:00,Arr 1019,2025-11-27,False
ATL,XNA,DL 3530,DAL,OO 3530,SKW,2025-11-27 19:10:00,Arr 2021 (+9min),2025-11-27,False
MSP,OMA,DL 3531,DAL,OO 3531,SKW,2025-11-27 15:30:00,Arr 1634,2025-11-27,False
DTW,GSO,DL 3532,DAL,OO 3532,SKW,2025-11-27 16:02:00,Arr 1729,2025-11-27,False
LAS,SNA,DL 3533,DAL,OO 3533,SKW,2025-11-27 15:05:00,Arr 1607,2025-11-27,False
FSD,MSP,DL 3534,DAL,OO 3534,SKW,2025-11-27 13:30:00,Arr 1438,2025-11-27,False
MSP,FSD,DL 3534,DAL,OO 3534,SKW,2025-11-27 11:40:00,Arr 1256 (+6min),2025-11-27,False
ATL,ABY,DL 3535,DAL,OO 3535,SKW,2025-11-27 19:19:00,Arr 2003,2025-11-27,False
IAD,MSP,DL 3539,DAL,OO 3539,SKW,2025-11-27 06:03:00,Arr 0735,2025-11-27,False
SLC,SUN,DL 3540,DAL,OO 3540,SKW,2025-11-27 15:50:00,Arr 1627,2025-11-27,False
SLC,HLN,DL 3542,DAL,OO 3542,SKW,2025-11-27 20:52:00,Arr 2158,2025-11-27,False
MSP,MDW,DL 3543,DAL,OO 3543,SKW,2025-11-27 07:10:00,Arr 0856,2025-11-27,False
DTW,ORD,DL 3545,DAL,OO 3545,SKW,2025-11-27 13:15:00,Arr 1356 (+1min),2025-11-27,False
ORD,DTW,DL 3545,DAL,OO 3545,SKW,2025-11-27 14:35:00,Arr 1732 (+28min),2025-11-27,False
SLC,RDM,DL 3547,DAL,OO 3547,SKW,2025-11-27 10:59:00,Arr 1143,2025-11-27,False
RDM,SLC,DL 3549,DAL,OO 3549,SKW,2025-11-27 05:55:00,Arr 0843,2025-11-27,False
ATL,AGS,DL 3554,DAL,OO 3554,SKW,2025-11-27 20:30:00,Arr 2231 (+60min),2025-11-27,False
FWA,ATL,DL 3555,DAL,OO 3555,SKW,2025-11-27 06:00:00,Arr 0751,2025-11-27,False
SMF,LAX,DL 3556,DAL,OO 3556,SKW,2025-11-27 06:00:00,Arr 0730,2025-11-27,False
SEA,SJC,DL 3559,DAL,OO 3559,SKW,2025-11-27 08:35:00,Arr 1033,2025-11-27,False
SJC,SEA,DL 3559,DAL,OO 3559,SKW,2025-11-27 11:40:00,Arr 1356,2025-11-27,False
DTW,ATW,DL 3568,DAL,OO 3568,SKW,2025-11-27 17:45:00,Arr 1813,2025-11-27,False
SAN,LAS,DL 3573,DAL,OO 3573,SKW,2025-11-27 10:59:00,Arr 1239 (+6min),2025-11-27,False
DTW,SDF,DL 3575,DAL,OO 3575,SKW,2025-11-27 12:15:00,Arr 1352 (+10min),2025-11-27,False
SDF,DTW,DL 3575,DAL,OO 3575,SKW,2025-11-27 14:22:00,Arr 1537,2025-11-27,False
LWS,SLC,DL 3578,DAL,OO 3578,SKW,2025-11-27 12:23:00,Arr 1435,2025-11-27,False
SLC,LWS,DL 3578,DAL,OO 3578,SKW,2025-11-27 10:55:00,Arr 1121,2025-11-27,False
MSP,OMA,DL 3581,DAL,OO 3581,SKW,2025-11-27 08:50:00,Arr 1029 (+9min),2025-11-27,False
GSO,DTW,DL 3588,DAL,OO 3588,SKW,2025-11-27 06:00:00,Arr 0727,2025-11-27,False
AGS,ATL,DL 3591,DAL,OO 3591,SKW,2025-11-27 05:42:00,Arr 0632,2025-11-27,False
CLE,DTW,DL 3592,DAL,OO 3592,SKW,2025-11-27 10:30:00,Arr 1207 (+40min),2025-11-27,False
DTW,CLE,DL 3592,DAL,OO 3592,SKW,2025-11-27 08:46:00,Arr 1043 (+53min),2025-11-27,False
SEA,BOI,DL 3594,DAL,OO 3594,SKW,2025-11-27 13:45:00,Arr 1608,2025-11-27,False
GRB,MSP,DL 3597,DAL,OO 3597,SKW,2025-11-27 12:13:00,Arr 1343 (+4min),2025-11-27,False
MSP,GRB,DL 3597,DAL,OO 3597,SKW,2025-11-27 10:15:00,Arr 1142 (+9min),2025-11-27,False
BUF,DTW,DL 3599,DAL,OO 3599,SKW,2025-11-27 13:11:00,Arr 1404,2025-11-27,False
DTW,BUF,DL 3599,DAL,OO 3599,SKW,2025-11-27 11:14:00,Arr 1213,2025-11-27,False
SJC,SEA,DL 3602,DAL,OO 3602,SKW,2025-11-27 14:15:00,Arr 1601,2025-11-27,False
BNA,AUS,DL 3604,DAL,OO 3604,SKW,2025-11-27 07:15:00,Arr 0950,2025-11-27,False
PSC,SEA,DL 3607,DAL,OO 3607,SKW,2025-11-27 06:15:00,Arr 0730,2025-11-27,False
SEA,PSC,DL 3608,DAL,OO 3608,SKW,2025-11-27 09:35:00,Arr 1031,2025-11-27,False
DTW,AZO,DL 3611,DAL,OO 3611,SKW,2025-11-27 16:23:00,Arr 1706,2025-11-27,False
ABQ,SLC,DL 3613,DAL,OO 3613,SKW,2025-11-27 12:32:00,Arr 1357,2025-11-27,False
SLC,PSP,DL 3614,DAL,OO 3614,SKW,2025-11-27 10:45:00,Arr 1129,2025-11-27,False
ATL,SBN,DL 3618,DAL,OO 3618,SKW,2025-11-27 11:05:00,Arr 1238,2025-11-27,False
SBN,ATL,DL 3618,DAL,OO 3618,SKW,2025-11-27 14:00:00,Arr 1604,2025-11-27,False
SEA,TUS,DL 3619,DAL,OO 3619,SKW,2025-11-27 09:25:00,Arr 1312,2025-11-27,False
TUS,SEA,DL 3619,DAL,OO 3619,SKW,2025-11-27 14:14:00,Arr 1618,2025-11-27,False
MKE,MSP,DL 3621,DAL,OO 3621,SKW,2025-11-27 06:10:00,Arr 0730,2025-11-27,False
MSP,MKE,DL 3622,DAL,OO 3622,SKW,2025-11-27 15:30:00,Arr 1631,2025-11-27,False
ATL,SBN,DL 3623,DAL,OO 3623,SKW,2025-11-27 19:39:00,Arr 2111,2025-11-27,False
DTW,GRB,DL 3624,DAL,OO 3624,SKW,2025-11-27 17:50:00,Arr 1802,2025-11-27,False
PSC,SEA,DL 3625,DAL,OO 3625,SKW,2025-11-27 13:00:00,Arr 1401,2025-11-27,False
SNA,LAS,DL 3626,DAL,OO 3626,SKW,2025-11-27 17:01:00,Arr 1744,2025-11-27,False
LAS,SAN,DL 3627,DAL,OO 3627,SKW,2025-11-27 08:50:00,Arr 0954,2025-11-27,False
MOT,MSP,DL 3629,DAL,OO 3629,SKW,2025-11-27 12:40:00,Arr 1406,2025-11-27,False
MSP,MOT,DL 3629,DAL,OO 3629,SKW,2025-11-27 10:10:00,Arr 1142,2025-11-27,False
LAX,SJC,DL 3632,DAL,OO 3632,SKW,2025-11-27 13:39:00,Arr 1437,2025-11-27,False
GTF,SLC,DL 3633,DAL,OO 3633,SKW,2025-11-27 05:30:00,Arr 0658,2025-11-27,False
SJC,LAX,DL 3634,DAL,OO 3634,SKW,2025-11-27 17:05:00,Arr 1813,2025-11-27,False
EUG,SLC,DL 3639,DAL,OO 3639,SKW,2025-11-27 05:30:00,Arr 0818,2025-11-27,False
ABY,ATL,DL 3640,DAL,OO 3640,SKW,2025-11-27 06:51:00,Arr 0726,2025-11-27,False
TWF,SLC,DL 3643,DAL,OO 3643,SKW,2025-11-27 06:00:00,Arr 0652,2025-11-27,False
RIC,MSP,DL 3644,DAL,OO 3644,SKW,2025-11-27 06:00:00,Arr 0754,2025-11-27,False
MEM,AUS,DL 3647,DAL,OO 3647,SKW,2025-11-27 07:40:00,Arr 0916,2025-11-27,False
AUS,MEM,DL 3649,DAL,OO 3649,SKW,2025-11-27 19:00:00,Arr 2035,2025-11-27,False
DTW,OMA,DL 3657,DAL,OO 3657,SKW,2025-11-27 08:30:00,Arr 1000 (+10min),2025-11-27,False
OMA,DTW,DL 3657,DAL,OO 3657,SKW,2025-11-27 12:00:00,Arr 1437,2025-11-27,False
MFR,SLC,DL 3662,DAL,OO 3662,SKW,2025-11-27 05:00:00,Arr 0746,2025-11-27,False
SLC,MFR,DL 3663,DAL,OO 3663,SKW,2025-11-27 10:57:00,Arr 1154,2025-11-27,False
MSP,GFK,DL 3666,DAL,OO 3666,SKW,2025-11-27 14:20:00,Arr 1528,2025-11-27,False
SEA,GEG,DL 3673,DAL,OO 3673,SKW,2025-11-27 09:25:00,Arr 1022,2025-11-27,False
SJC,LAS,DL 3675,DAL,OO 3675,SKW,2025-11-27 14:30:00,Arr 1544,2025-11-27,False
LAS,SJC,DL 3677,DAL,OO 3677,SKW,2025-11-27 12:00:00,Arr 1331,2025-11-27,False
BOI,SEA,DL 3678,DAL,OO 3678,SKW,2025-11-27 07:30:00,Arr 0804,2025-11-27,False
DLH,MSP,DL 3686,DAL,OO 3686,SKW,2025-11-27 12:01:00,Arr 1312,2025-11-27,False
MSP,DLH,DL 3686,DAL,OO 3686,SKW,2025-11-27 10:15:00,Arr 1122 (+1min),2025-11-27,False
SLC,TUL,DL 3687,DAL,OO 3687,SKW,2025-11-27 20:45:00,Arr 2340,2025-11-27,False
SMF,SEA,DL 3690,DAL,OO 3690,SKW,2025-11-27 11:14:00,Arr 1311,2025-11-27,False
SEA,BOI,DL 3692,DAL,OO 3692,SKW,2025-11-27 17:50:00,Arr 2016,2025-11-27,False
LAS,SMF,DL 3695,DAL,OO 3695,SKW,2025-11-27 11:10:00,Arr 1236,2025-11-27,False
SMF,LAS,DL 3695,DAL,OO 3695,SKW,2025-11-27 08:50:00,Arr 1017,2025-11-27,False
SMF,LAX,DL 3697,DAL,OO 3697,SKW,2025-11-27 11:14:00,Arr 1230,2025-11-27,False
ATL,SHV,DL 3699,DAL,OO 3699,SKW,2025-11-27 11:00:00,Arr 1153,2025-11-27,False
SHV,ATL,DL 3699,DAL,OO 3699,SKW,2025-11-27 12:41:00,Arr 1522,2025-11-27,False
GRR,DTW,DL 3701,DAL,OO 3701,SKW,2025-11-27 08:20:00,Arr 0943 (+19min),2025-11-27,False
PIH,SLC,DL 3702,DAL,OO 3702,SKW,2025-11-27 13:00:00,Arr 1341,2025-11-27,False
SLC,PIH,DL 3702,DAL,OO 3702,SKW,2025-11-27 11:15:00,Arr 1156,2025-11-27,False
BZN,SEA,DL 3703,DAL,OO 3703,SKW,2025-11-27 15:00:00,Arr 1540,2025-11-27,False
SEA,BZN,DL 3703,DAL,OO 3703,SKW,2025-11-27 11:30:00,Arr 1409,2025-11-27,False
LAX,ASE,DL 3704,DAL,OO 3704,SKW,2025-11-27 09:10:00,Arr 1202,2025-11-27,False
SEA,SFO,DL 3707,DAL,OO 3707,SKW,2025-11-27 13:37:00,Arr 1555,2025-11-27,False
SFO,SEA,DL 3707,DAL,OO 3707,SKW,2025-11-27 16:37:00,Arr 1856,2025-11-27,False
GFK,MSP,DL 3708,DAL,OO 3708,SKW,2025-11-27 05:00:00,Arr 0621,2025-11-27,False
BOI,SEA,DL 3712,DAL,OO 3712,SKW,2025-11-27 11:42:00,Arr 1315 (+40min),2025-11-27,False
SEA,BOI,DL 3712,DAL,OO 3712,SKW,2025-11-27 08:30:00,Arr 1220 (+78min),2025-11-27,False
BZN,SEA,DL 3718,DAL,OO 3718,SKW,2025-11-27 07:25:00,Arr 0814,2025-11-27,False
DTW,OMA,DL 3719,DAL,OO 3719,SKW,2025-11-27 16:00:00,Arr 1724 (+9min),2025-11-27,False
SLC,EUG,DL 3721,DAL,OO 3721,SKW,2025-11-27 17:10:00,Arr 1803,2025-11-27,False
GRR,MSP,DL 3723,DAL,OO 3723,SKW,2025-11-27 11:23:00,Arr 1216 (+7min),2025-11-27,False
MSP,GRR,DL 3723,DAL,OO 3723,SKW,2025-11-27 08:10:00,Arr 1054 (+11min),2025-11-27,False
SLC,BOI,DL 3725,DAL,OO 3725,SKW,2025-11-27 15:55:00,Arr 1701,2025-11-27,False
FWA,MSP,DL 3726,DAL,OO 3726,SKW,2025-11-27 07:05:00,Diverted,2025-11-27,False
MSP,FWA,DL 3730,DAL,OO 3730,SKW,2025-11-27 16:59:00,Arr 1921,2025-11-27,False
AUS,IND,DL 3731,DAL,OO 3731,SKW,2025-11-27 14:55:00,Arr 1818,2025-11-27,False
ATW,MSP,DL 3734,DAL,OO 3734,SKW,2025-11-27 12:20:00,Arr 1304,2025-11-27,False
MSP,ATW,DL 3734,DAL,OO 3734,SKW,2025-11-27 10:15:00,Arr 1109,2025-11-27,False
RDM,SEA,DL 3735,DAL,OO 3735,SKW,2025-11-27 11:20:00,Arr 1233,2025-11-27,False
SEA,RDM,DL 3735,DAL,OO 3735,SKW,2025-11-27 09:25:00,Arr 1025,2025-11-27,False
SEA,BZN,DL 3736,DAL,OO 3736,SKW,2025-11-27 19:40:00,Arr 2223,2025-11-27,False
BOI,SEA,DL 3740,DAL,OO 3740,SKW,2025-11-27 09:00:00,Arr 0928,2025-11-27,False
SAN,LAX,DL 3743,DAL,OO 3743,SKW,2025-11-27 06:35:00,Arr 0759 (+9min),2025-11-27,False
LGB,SLC,DL 3744,DAL,OO 3744,SKW,2025-11-27 07:00:00,Arr 0948,2025-11-27,False
TUS,SLC,DL 3745,DAL,OO 3745,SKW,2025-11-27 06:45:00,Arr 0818,2025-11-27,False
LGA,BNA,DL 3747,DAL,OO 3747,SKW,2025-11-27 13:05:00,Arr 1525 (+40min),2025-11-27,False
LWS,SEA,DL 3749,DAL,OO 3749,SKW,2025-11-27 07:00:00,Arr 0809,2025-11-27,False
LAX,SMF,DL 3755,DAL,OO 3755,SKW,2025-11-27 08:45:00,Arr 0959,2025-11-27,False
LAX,SMF,DL 3759,DAL,OO 3759,SKW,2025-11-27 16:15:00,Arr 1735,2025-11-27,False
DTW,MKE,DL 3762,DAL,OO 3762,SKW,2025-11-27 12:20:00,Arr 1250 (+8min),2025-11-27,False
